,index,country,camp_name,sample,coefficient_variation_ndvi,daytime_maximum_temperature,evi_change,flow_accumulation,friction,interannual_coefficient_variation_precipitation,pdsi,population,precipitation,seasonal_precipitation_max,slope,specific_humidity,ssm,susm,temperature_anomaly,longitude,latitude,exposure,rank,percentile,min_exposure,max_exposure,min_rank,min_percentile,max_rank,max_percentile
1883,00000000000000000253,South Sudan,,sample_camp,0.25597287078597086,0.5443468595535421,0.37033435428853956,1.4743979574260792e-05,0.25942214513173395,0.09835938146460856,0.12123438675577601,0.036523075260120996,0.41977062766278234,0.6537907522196391,0.0552628593017325,0.8795757738388963,0.45353208175563886,0.5977886820523924,0.5308300566045888,28.550945295705898,5.182662190622433,0.3651036062062284,510.0,0.49252243270189433,0.31365638944296165,0.40161249242889385,536.0,0.4666001994017946,506.0,0.4965104685942173
1884,00000000000000000255,South Sudan,,sample_camp,0.20721951920176934,0.5633127591075281,0.21496394569126465,0.03771272636674659,0.25569601542926973,0.031544239959355375,0.11965310525582792,0.036523203560900525,0.2935579953136712,0.6680800385423766,0.059915818415344026,0.9296417031905032,0.48893031252554436,0.6442230599197524,0.5308300566045888,28.470303471612187,5.076648749164371,0.3617158882464324,530.0,0.47258225324027914,0.3049233067520253,0.3947330530751401,614.0,0.38883349950149554,547.0,0.4556331006979063
1885,00000000000000000272,South Sudan,,sample_camp,0.24397665602468627,0.5443468595535421,0.22597621723020264,0.0001921057083417573,0.25446859222849066,0.052074652757245606,0.12266111691341564,0.03652322206352488,0.3625599099457789,0.6531863974657487,0.04404965568940624,0.9116532938691903,0.4759352697183837,0.6268497838162113,0.5308300566045888,28.631460084118878,5.059033954671102,0.3592689009503757,549.0,0.45363908275174475,0.30403046165849423,0.3951765804745791,622.0,0.38085742771684944,544.0,0.45862412761714855
1886,000000000000000002c1,South Sudan,,sample_camp,0.23967536272860823,0.5331306786126292,0.409092175050335,0.0005356724679806149,0.2528281466216686,0.17365986452806834,0.08787597691107082,0.024746843449947802,0.3359210188090403,0.7022604969080106,0.05399040200459955,0.8010444998125617,0.43769681253132814,0.5210475595418315,0.5308300566045888,29.53710399374285,5.253625735788328,0.3554339659828679,578.0,0.4247258225324028,0.3108729125998985,0.3909237953343566,555.0,0.4476570289132602,577.0,0.42572283150548357
1887,000000000000000002c5,South Sudan,,sample_camp,0.038224807218916614,0.506311206918329,0.35043539905986043,0.008771960931593456,0.2579084272434114,0.067680617232912,0.10606655596253035,0.023378151844310868,0.14181626518861262,0.6760706048202362,0.06332148747323578,0.9225743300938218,0.4488375157411501,0.6669434078129954,0.5308300566045888,27.584567592194865,5.086984261698729,0.33910809347367465,725.0,0.2781655034895314,0.2807614698116599,0.3721417067278828,841.0,0.1625124626121635,730.0,0.2731804586241276
1888,00000000000000000303,South Sudan,,sample_camp,0.2334096812244796,0.5850714764884035,0.2540338292055627,0.00012964485156652004,0.25440096994133804,0.05696664866737929,0.11725324732648477,0.023378149634896418,0.1945490442884329,0.6334258912431058,0.06559151051992614,0.9262344593070404,0.45531963123115565,0.6568134631755274,0.5308300566045888,28.16867945965143,5.096737228630979,0.3472520527699474,653.0,0.34995014955134596,0.2893538121162381,0.3819642935617855,774.0,0.22931206380857427,649.0,0.353938185443669
1889,0000000000000000031b,South Sudan,,sample_camp,0.2950067398747481,0.548054711160886,0.3675648547215261,0.005552863461937969,0.2554182910217558,0.1654016556175025,0.08157028183776568,0.02474667043407807,0.3011529784588435,0.6343323578668076,0.04419190263287695,0.7903241752094186,0.4361112964594279,0.5884214078604173,0.5308300566045888,29.57016515919329,5.445632604378579,0.3448127791210738,681.0,0.3220338983050847,0.30026163951223933,0.37873877068698736,669.0,0.3339980059820538,687.0,0.3160518444666002
1890,00000000000000000338,South Sudan,,sample_camp,0.5414370044357765,0.5456326160251163,0.3431330971655276,0.009891896803803039,0.2620460347419882,0.21254794428226334,0.09130290904664176,0.015741243961546605,0.38116420245257804,0.611599365306774,0.03552515584032768,0.7898542987403243,0.42682250149122014,0.4436755984743952,0.5308300566045888,29.82080040562662,5.414447223143391,0.35429245284869315,588.0,0.4147557328015952,0.31073626825953005,0.3887325084531822,558.0,0.44466600199401796,595.0,0.4077766699900299
1891,00000000000000000350,South Sudan,,sample_camp,0.2544609146093585,0.513204835644776,0.28603837232132073,0.0013764656763367465,0.262626376839588,0.1964365209261057,0.06969624632518479,0.015741314349129145,0.33731131921549423,0.6305620937130985,0.29415542099154857,0.7974762697379314,0.4010380746881033,0.41347657010069316,0.5308300566045888,29.817918913633346,5.278804565890899,0.36679215276025057,498.0,0.5044865403788634,0.3237237410624825,0.40333372146864194,470.0,0.5324027916251246,497.0,0.5054835493519442
1892,00000000000000000352,South Sudan,,sample_camp,0.023745219795739615,0.506311206918329,0.3421711058574203,0.0020519644211945487,0.25782041405595035,0.05174392739107699,0.11468584110436236,0.023378209804251013,0.1521245186037355,0.701710995449639,0.0727619687077122,0.9225743300938218,0.4408690462036675,0.6649326435090406,0.5308300566045888,27.57693456115976,5.018979231716737,0.34122584268673445,714.0,0.28913260219341974,0.28309099394602566,0.37514323051328835,823.0,0.18045862412761715,714.0,0.28913260219341974
1893,00000000000000000375,South Sudan,,sample_camp,0.25171594265226827,0.5390952392981747,0.3248254866705879,0.013330439819791998,0.25570181401139797,0.07827818044595052,0.10896570167826404,0.013120525318928319,0.42927110159674803,0.6547744673223859,0.04706563572399278,0.8603154866649384,0.4505877081303275,0.6062797905342612,0.5308300566045888,28.832778115043453,5.211010982392044,0.3607468937542328,539.0,0.46360917248255235,0.3107900344631622,0.3954885391476769,556.0,0.44666001994017945,543.0,0.4596211365902293
1894,00000000000000000377,South Sudan,,sample_camp,0.33876526418565933,0.548054711160886,0.3196837977381715,0.00017129149419844991,0.2571557186454817,0.17246197121524234,0.08854253588349323,0.024746635423243023,0.3006690927300787,0.6202027670586259,0.040292168310502446,0.7719028626124975,0.43674604909740966,0.5894094458807236,0.5308300566045888,29.6569678510714,5.482854193514169,0.3424572022557277,705.0,0.29810568295114653,0.2995126362200507,0.3766857933318806,677.0,0.32602193419740777,705.0,0.29810568295114653
1895,00000000000000000386,South Sudan,,sample_camp,0.36708714964277583,0.5809650518846609,0.3556669361667204,1.8053582428432128e-05,0.25177015398578306,0.14569168586562978,0.12110670238220028,0.023560844830905255,0.25156850757554894,0.727725688397684,0.0471953329324845,0.8887226894116601,0.6701046393090778,0.7666177293795264,0.5308300566045888,28.090409905826853,5.393139707681464,0.383245323811977,394.0,0.6081754735792622,0.3326975872520087,0.4215680508349319,421.0,0.5812562313060817,391.0,0.6111665004985045
1896,00000000000000000387,South Sudan,,sample_camp,0.24204476959878557,0.48571951023056265,0.30729444781775356,0.0075147258284868415,0.2568769995908305,0.15210610664469285,0.08725784506648084,0.02474690743354487,0.2822690472781101,0.7004614247514648,0.051759843320652754,0.8057540395483641,0.4186728363377419,0.49638361038248097,0.5308300566045888,29.557460984335123,5.184983565455523,0.3435656759274524,692.0,0.31106679960119643,0.29734683956536123,0.37717077093734896,701.0,0.3020937188434696,697.0,0.30608175473579263
1897,0000000000000000038f,South Sudan,,sample_camp,0.2554294111600948,0.5368746511299086,0.2928594542341983,6.17170787844247e-05,0.25845785594506177,0.1177281398703986,0.11080737075039321,0.03652285814802528,0.3198189156641332,0.6861954302624447,0.057411076235760646,0.8568964170160408,0.46390855852592816,0.5997038503491862,0.5308300566045888,28.52653479175176,5.335628556516113,0.35809001718940386,558.0,0.44466600199401796,0.3082093772067402,0.3938928472004658,587.0,0.41575274177467597,555.0,0.4476570289132602
1898,000000000000000003d2,South Sudan,,sample_camp,0.14887832174281315,0.5411498550260897,0.31779417582769914,0.0002693882611864888,0.2621734446627069,0.0817695479284694,0.12839489965407613,0.02337805149567167,0.2227588630260733,0.6966064570889806,0.08138704714276457,0.8976801733496388,0.4341910029467035,0.6153742003676029,0.5308300566045888,27.54023849951332,5.22902895858191,0.3524737032446617,605.0,0.39780658025922233,0.297953056234164,0.38769413474300923,693.0,0.3100697906281156,604.0,0.3988035892323031
1899,000000000000000003da,South Sudan,,sample_camp,0.537327131678149,0.5456688868866677,0.31116892921121075,2.792700568726636e-05,0.2550375232857294,0.23726641211475005,0.13711112695248767,0.015741212708376313,0.35339959283161987,0.5892662993941894,0.03675868837606355,0.7898542987403243,0.4620465903273741,0.4823536392438953,0.5308300566045888,29.8782691382933,5.485463057000432,0.3579334002290438,559.0,0.4436689930209372,0.3147413103779157,0.39372394755137946,529.0,0.47357926221335994,556.0,0.44666001994017945
