Unnamed: 0,index,country,camp_name,sample,coefficient_variation_ndvi,daytime_maximum_temperature,evi_change,flow_accumulation,friction,interannual_coefficient_variation_precipitation,pdsi,population,precipitation,seasonal_precipitation_max,slope,specific_humidity,ssm,susm,temperature_anomaly,longitude,latitude,edge,exposure,rank,percentile,min_exposure,max_exposure,min_rank,min_percentile,max_rank,max_percentile
10,11,Ethiopia,Melkadida,study_camp,0.4542861280587089,0.8578224709975354,0.0717850425966532,0.000479799380693,0.0,0.814256298256784,0.2743158530486121,0.0304768632097988,0.4654294088758952,0.6158289555774509,0.0605251286750831,0.8940508663413363,0.7809883065841675,0.6814224819834958,0.7047435585877952,41.7208281920407,4.5192059310151045,['Somalia-Ethiopia'],0.4971309678477594,278.0,0.4471057884231537,0.4574389779984016,0.5468440646325353,273.0,0.4570858283433133,277.0,0.4491017964071856
8,0000000000000000007e,Ethiopia,,sample_camp,0.4697219847195502,0.8470753506162374,0.2513590959079082,0.000131632676431,0.4016046720314764,0.7063739965096972,0.1320639671990665,0.0342620776009997,0.5393334260565673,0.9330603524419872,0.0843753711358491,0.8422520455080578,0.7369201366409255,0.6613704652011841,0.6534071752940926,42.26212092,5.017809033,Somalia-Ethiopia,0.5342361932827626,159.0,0.6846307385229541,0.49435377736684,0.5876466493433957,151.0,0.7005988023952096,159.0,0.6846307385229541
9,89,Ethiopia,,sample_camp,0.4452690089937793,0.8470753506162374,0.2346389902273561,0.0006914202399535,0.0904165183645185,0.6892124581738265,0.120623845303655,0.0342620027424039,0.4995742501369263,0.863403273572581,0.1168667460932489,0.8342864594233987,0.7717498864697062,0.7212673593752383,0.6534071752940926,42.38879887,5.067127506,Somalia-Ethiopia,0.4988461257898314,271.0,0.4610778443113772,0.4623904110115564,0.5486615963448191,260.0,0.4830339321357285,270.0,0.4630738522954092
14,84,Ethiopia,,sample_camp,0.4013826832835015,0.7907075811033345,0.1645303204599842,0.001474250250383,0.315900900386544,0.7875245377024847,0.5202902674832033,0.0021928562627922,0.5221526040773453,0.0627909769664634,0.0153417333573696,0.644589091604751,0.7954401135499392,0.7811216538007193,0.7383244333720043,45.96530269,7.50807278,Somalia-Ethiopia,0.4722305899867111,317.0,0.3692614770459081,0.4399096376303883,0.519306223960344,307.0,0.3892215568862275,316.0,0.3712574850299401
16,0000000000000000007d,Ethiopia,,sample_camp,0.0,0.806333377416134,0.3314546399715491,0.0001508482319261,0.5608991093207822,0.3153064089467947,0.3222665654044415,0.0173062579760779,0.5201813404436797,0.2355497700355784,0.1012259814738541,0.7490663588321473,0.9727979791877104,0.9500746515187956,0.0048032285940335,42.50681224,10.87271138,Somalia-Ethiopia,0.4171437243533711,401.0,0.2015968063872255,0.3615782988699372,0.4588430119655156,424.0,0.155688622754491,401.0,0.2015968063872255
17,000000000000000001bf,Ethiopia,,sample_camp,0.3423187667357479,0.7865139148253983,0.1869549763205832,0.0006625577898309,0.3812969157171901,0.8510592454181494,0.5838387973608931,0.0021928612133607,0.6795794634938956,0.0763460012559657,0.0107570856868583,0.6945893777469653,0.8246381079286851,0.7958697463949238,0.9885046920888167,46.40090325,7.492265792,Somalia-Ethiopia,0.5343441963011498,158.0,0.6866267465069861,0.4889281467223831,0.5877123601522818,170.0,0.6626746506986028,158.0,0.6866267465069861
18,000000000000000001d4,Ethiopia,,sample_camp,0.3804731642421914,0.7907075811033345,0.2369305142240245,2.880606031721834e-05,0.2378618015043141,0.838583968572122,0.5108782568887593,0.0021928615202141,0.5631141542789092,0.0714487688078684,0.0105579616526087,0.6736355921672248,0.8066464896222927,0.7799429841489143,0.9796218183025523,46.07706385,7.493027415,Somalia-Ethiopia,0.498462290814573,273.0,0.4570858283433133,0.4503463380657752,0.5483056392899985,287.0,0.4291417165668663,272.0,0.4590818363273453
19,000000000000000001df,Ethiopia,,sample_camp,0.4569972059313271,0.0698333612661843,0.3073215008982219,0.0008140628227932,0.3881873060676624,0.0678581756656438,0.5782134257182304,0.7303966772531315,0.5375701000937807,0.6159656092799244,0.3713263822006563,0.351891767933759,0.3471255539789444,0.4230521772178907,0.5550072383904429,42.50327549,9.369556061,Somalia-Ethiopia,0.3530720894016383,486.0,0.0319361277445109,0.3267827374138098,0.3882978920595229,472.0,0.059880239520958,486.0,0.0319361277445109
25,12,Ethiopia,,sample_camp,0.2649626024104826,0.8677173691201456,0.2802947956822462,0.1282876720471309,0.3757240743356032,0.7299369094445307,0.5993505377923941,2.777841698559253e-07,0.5649222807177461,0.240711517440517,0.0313793392511341,0.8012695312499999,0.8295109141099841,0.7953904419287593,1.0,46.14347319,6.785513046,Somalia-Ethiopia,0.560800922319017,71.0,0.8602794411177644,0.5168810145509186,0.6137430806258053,82.0,0.8383233532934131,78.0,0.846307385229541
26,0000000000000000001b,Ethiopia,,sample_camp,0.3512044996821614,0.8820891165130534,0.2584257331285353,0.0003830290071271,0.2434947299298387,0.822334156112989,0.6726108487824121,0.0660915778491117,0.673124133536926,0.1514709580531043,0.0421984149560144,0.8176922548660529,0.8295820357343611,0.8060698604810613,1.0,46.45227526,6.816378441,Somalia-Ethiopia,0.5577254252265345,79.0,0.844311377245509,0.5134979677491879,0.6134596648484753,89.0,0.8243512974051896,79.0,0.844311377245509
