Unnamed: 0,index,country,camp_name,sample,coefficient_variation_ndvi,daytime_maximum_temperature,evi_change,flow_accumulation,friction,interannual_coefficient_variation_precipitation,pdsi,population,precipitation,seasonal_precipitation_max,slope,specific_humidity,ssm,susm,temperature_anomaly,longitude,latitude,edge,exposure,rank,percentile,min_exposure,max_exposure,min_rank,min_percentile,max_rank,max_percentile
833,394,Ethiopia,,sample_camp,0.657349215481211,0.8024738135339471,0.7021098176427772,0.0001644074332419,0.1119343134690424,0.6406605040383246,0.9189153497109566,0.0181806412303254,0.4704500622185262,0.4710677196889639,0.0083438976779114,0.7416615728844421,0.7670287777426347,0.705945177912672,0.8214249954275434,35.78688034,5.60619367,South Sudan-Ethiopia,0.5231023103477758,84.0,0.8343313373253493,0.4835210064114578,0.5753961006392292,81.0,0.8403193612774451,83.0,0.8363273453093812
834,396,Ethiopia,,sample_camp,0.1885519278258858,0.6112237665592336,0.3795431727428857,8.780683279094271e-05,0.1523095661582222,0.4697780701947219,0.7100522198445346,0.0683194432893241,0.8022422181931836,0.4981815419584569,0.6136716403828607,0.5122133856924213,0.2256939866724576,0.2690696193005519,0.8214249954275434,35.19814354,6.237594029,South Sudan-Ethiopia,0.4924435634469478,123.0,0.7564870259481038,0.4595454202488883,0.5416791391083635,113.0,0.7764471057884231,123.0,0.7564870259481038
835,0000000000000000039a,Ethiopia,,sample_camp,0.377136252372431,0.8758419993899842,0.5236871573005464,0.0001510701160536,0.1737606722283137,0.585920265345787,0.8239835274240399,0.0151102427721801,0.9889732974425004,0.6864942485563464,0.3126929679830224,0.6251820882521975,0.3809737377343575,0.4565272878141329,0.8214249954275434,36.20007986,5.733074329,South Sudan-Ethiopia,0.5704908063545586,23.0,0.9560878243512974,0.5286425572457645,0.6275247799784092,26.0,0.9500998003992016,23.0,0.9560878243512974
836,0000000000000000039b,Ethiopia,,sample_camp,0.3177447512005598,0.3886285506482124,0.4072207886899615,6.752624051186017e-05,0.0564015888141972,0.6070752235704601,0.8484238964983111,0.0293439753559764,0.5296003445151352,0.8813047603977014,0.1163158653645403,0.2649650328443912,0.5384466297987298,0.5527131281091586,0.8214249954275434,36.55579362,5.244546713,South Sudan-Ethiopia,0.4593322194654304,142.0,0.718562874251497,0.4171349653722033,0.5052586887879222,145.0,0.7125748502994012,142.0,0.718562874251497
837,000000000000000003a1,Ethiopia,,sample_camp,0.345778760295707,0.2403963119416804,0.2383944157864611,0.0008636381370573,0.1308622396801487,0.396258264913322,0.6179590511721443,0.0180277836155086,0.6463999755734506,0.4943000099681794,0.2153584916827874,0.7002313119086355,0.2405235918686364,0.1314060490070339,0.8214249954275434,35.49783822,6.356434621,South Sudan-Ethiopia,0.4095070802066896,193.0,0.6167664670658682,0.3683152886846042,0.4503714244136528,191.0,0.6207584830339321,192.0,0.6187624750499002
838,000000000000000003a6,Ethiopia,,sample_camp,0.0,0.3030660361942112,0.2869726370720576,0.0064672765248503,0.3330326979090449,0.2713282609238695,0.2470465389861052,0.1113398342638737,0.2352371569517865,0.166433623947653,0.2602089154693725,0.9369065804602632,0.1568631549007545,0.1289247488244314,0.8214249954275434,35.29370183,7.112377929,South Sudan-Ethiopia,0.3398195670632231,272.0,0.4590818363273453,0.2801108657235192,0.3731547961170603,276.0,0.4510978043912175,272.0,0.4590818363273453
839,000000000000000003a8,Ethiopia,,sample_camp,0.5831602031308307,0.9561827675206414,0.6153440556774283,0.0003840201775162,0.1458823654213118,0.8001060379913483,0.9199197411879252,0.0151105298928542,0.6921848665259127,0.4493478966555287,0.1676183139579064,0.6774382653689425,0.6494369603961744,0.4882523272998691,0.8214249954275434,35.98340956,5.439546207,South Sudan-Ethiopia,0.5709023846027956,22.0,0.9580838323353292,0.5323743463110111,0.6279542210453235,21.0,0.9600798403193612,22.0,0.9580838323353292
840,000000000000000003b3,Ethiopia,,sample_camp,0.1431997936070091,0.3649025772796061,0.051713996782542,8.335149515670823e-05,0.304716355330216,0.3388987901430113,0.457987729354097,0.0464214679835658,0.6865862084913663,0.5843221403717992,0.6242084083504417,0.4678682512257048,0.1170096986367338,0.1886615477047039,0.8214249954275434,35.46557391,6.594821281,South Sudan-Ethiopia,0.4334553187368796,163.0,0.6766467065868264,0.3946583510678133,0.4767925154610519,162.0,0.6786427145708582,163.0,0.6766467065868264
841,000000000000000003b4,Ethiopia,,sample_camp,0.2118607347208827,0.2538661642586701,0.5177775361310655,0.1345739733593016,0.1322609052189634,0.3951828278336869,0.7466202451875301,0.3327190245634185,0.8469165999857516,0.8473106504671006,0.0391325653776043,0.7672123864220531,0.1945482185057212,0.1907335565290912,0.8214249954275434,36.3627664,6.056254227,South Sudan-Ethiopia,0.4708226847312662,134.0,0.7345309381237525,0.4331738881576827,0.5139916966666324,133.0,0.7365269461077845,136.0,0.7305389221556886
842,000000000000000003b8,Ethiopia,,sample_camp,0.1003831768230435,0.1121363092746222,0.2290273290445037,0.0001442543224565,0.7794551859727956,0.1967553089322485,0.0847464562438464,0.3875611926747927,0.4346647160637819,0.5263661425091394,0.8127392356883928,0.8367007709544438,0.1210621730201285,0.1104759286992893,0.8214249954275434,35.50194971,7.136482323,South Sudan-Ethiopia,0.4296541407644909,168.0,0.6666666666666666,0.3889494777454955,0.4726051294086942,169.0,0.6646706586826348,167.0,0.6686626746506986
843,000000000000000003c3,Ethiopia,,sample_camp,0.1893093812561281,0.314805586730184,0.3747289831387602,0.0055993434486927,0.1808109553973322,0.3976156384236767,0.5933423813609684,0.0464218818128287,0.6662369248652578,0.6800291950826582,0.3667212556713265,0.4394478693253956,0.2610536416049595,0.2292569449764069,0.8214249954275434,35.83640302,6.445597162,South Sudan-Ethiopia,0.4297352533943632,167.0,0.6686626746506986,0.3905662791910451,0.4721488443889302,166.0,0.6706586826347305,168.0,0.6666666666666666
844,000000000000000003c5,Ethiopia,,sample_camp,0.390813362938406,0.2689173354759551,0.2383821400040386,0.0311013190836673,0.1238789427887576,0.3615492827844301,0.6258337513770502,0.042335351190965,0.5924467252725637,0.4904227290652632,0.1376810482328676,0.7768967229412381,0.2764916214998625,0.2748464413693824,0.8214249954275434,35.49061802,6.43746943,South Sudan-Ethiopia,0.4096949521772,192.0,0.6187624750499002,0.3685219478521656,0.4475543154865532,190.0,0.6227544910179641,198.0,0.6067864271457086
